timestep_time;vehicle_CO;vehicle_CO2;vehicle_HC;vehicle_NOx;vehicle_PMx;vehicle_angle;vehicle_eclass;vehicle_electricity;vehicle_fuel;vehicle_id;vehicle_lane;vehicle_noise;vehicle_pos;vehicle_route;vehicle_speed;vehicle_type;vehicle_waiting;vehicle_x;vehicle_y
284.00;0.00;0.00;0.00;0.00;0.00;277.48;Zero/default;0.00;0.00;bike0;380698877#1_2;0.00;58.39;!bike0!var#1;5.08;bike_bicycle;0.00;1030.29;556.39
284.00;0.00;0.00;0.00;0.00;0.00;80.70;Zero/default;0.00;0.00;bike10;380698883#4_1;0.00;38.60;!bike10!var#1;5.11;bike_bicycle;0.00;1546.74;743.09
284.00;0.00;0.00;0.00;0.00;0.00;131.07;Zero/default;0.00;0.00;bike8;225052910#1_1;0.00;21.72;!bike8!var#1;5.29;bike_bicycle;0.00;1905.41;476.96
284.00;42.29;28622.24;7.86;217.48;4.52;212.73;HBEFA3/Bus;0.00;12.21;bus8;154979245_1;77.64;53.81;!bus8!var#1;9.91;bus_bus;0.00;1414.23;597.67
284.00;54.20;4591.48;0.35;1.82;0.07;236.88;HBEFA3/PC_G_EU4;0.00;1.97;veh8;380698889#1_1;65.47;4.02;!veh8!var#1;11.89;veh_passenger;0.00;920.44;551.70
285.00;0.00;0.00;0.00;0.00;0.00;277.48;Zero/default;0.00;0.00;bike0;380698877#1_2;0.00;63.78;!bike0!var#1;5.39;bike_bicycle;0.00;1024.89;557.10
285.00;0.00;0.00;0.00;0.00;0.00;80.70;Zero/default;0.00;0.00;bike10;380698883#4_1;0.00;43.83;!bike10!var#1;5.23;bike_bicycle;0.00;1551.90;743.94
285.00;0.00;0.00;0.00;0.00;0.00;131.07;Zero/default;0.00;0.00;bike8;225052910#1_1;0.00;27.21;!bike8!var#1;5.48;bike_bicycle;0.00;1909.54;473.35
285.00;40.16;27122.50;7.66;205.99;4.30;212.73;HBEFA3/Bus;0.00;11.57;bus8;154979245_1;77.23;64.54;!bus8!var#1;10.72;bus_bus;0.00;1408.43;588.65
285.00;8.18;2378.67;0.09;0.77;0.02;236.58;HBEFA3/PC_G_EU4;0.00;1.02;veh8;380698889#1_1;63.34;15.96;!veh8!var#1;11.95;veh_passenger;0.00;910.46;545.12
286.00;0.00;0.00;0.00;0.00;0.00;281.18;Zero/default;0.00;0.00;bike0;380698877#1_2;0.00;69.26;!bike0!var#1;5.48;bike_bicycle;0.00;1019.42;557.92
286.00;0.00;0.00;0.00;0.00;0.00;80.70;Zero/default;0.00;0.00;bike10;380698883#4_1;0.00;49.01;!bike10!var#1;5.18;bike_bicycle;0.00;1557.02;744.77
286.00;0.00;0.00;0.00;0.00;0.00;131.07;Zero/default;0.00;0.00;bike8;225052910#1_1;0.00;32.63;!bike8!var#1;5.43;bike_bicycle;0.00;1913.63;469.79
286.00;45.41;32070.90;8.30;240.35;4.88;212.73;HBEFA3/Bus;0.00;13.68;bus8;154979245_1;78.51;76.22;!bus8!var#1;11.68;bus_bus;0.00;1402.11;578.83
286.00;0.00;0.00;0.00;0.00;0.00;224.87;HBEFA3/PC_G_EU4;0.00;0.00;veh8;380698889#1_1;61.02;27.20;!veh8!var#1;11.24;veh_passenger;0.00;901.92;537.90
287.00;0.00;0.00;0.00;0.00;0.00;281.20;Zero/default;0.00;0.00;bike0;380698877#1_2;0.00;74.62;!bike0!var#1;5.36;bike_bicycle;0.00;1014.12;558.97
287.00;0.00;0.00;0.00;0.00;0.00;80.70;Zero/default;0.00;0.00;bike10;380698883#4_1;0.00;54.21;!bike10!var#1;5.19;bike_bicycle;0.00;1562.14;745.61
287.00;0.00;0.00;0.00;0.00;0.00;131.07;Zero/default;0.00;0.00;bike8;225052910#1_1;0.00;37.80;!bike8!var#1;5.17;bike_bicycle;0.00;1917.53;466.39
287.00;53.65;39697.61;9.29;293.59;5.78;212.73;HBEFA3/Bus;0.00;16.93;bus8;154979245_1;80.27;89.06;!bus8!var#1;12.85;bus_bus;0.00;1395.17;568.02
287.00;45.94;4189.03;0.31;1.63;0.06;216.72;HBEFA3/PC_G_EU4;0.00;1.80;veh8;380698889#1_1;65.04;39.08;!veh8!var#1;11.88;veh_passenger;0.00;894.09;529.05
288.00;0.00;0.00;0.00;0.00;0.00;281.20;Zero/default;0.00;0.00;bike0;380698877#1_2;0.00;79.59;!bike0!var#1;4.97;bike_bicycle;0.00;1009.20;559.95
288.00;0.00;0.00;0.00;0.00;0.00;80.70;Zero/default;0.00;0.00;bike10;380698883#4_1;0.00;59.42;!bike10!var#1;5.21;bike_bicycle;0.00;1567.29;746.46
288.00;0.00;0.00;0.00;0.00;0.00;131.07;Zero/default;0.00;0.00;bike8;225052910#1_1;0.00;43.30;!bike8!var#1;5.49;bike_bicycle;0.00;1921.67;462.78
288.00;48.80;35890.46;8.79;265.55;5.28;212.73;HBEFA3/Bus;0.00;15.31;bus8;154979245_1;79.56;102.83;!bus8!var#1;13.76;bus_bus;0.00;1387.72;556.44
288.00;0.00;0.00;0.00;0.00;0.00;210.71;HBEFA3/PC_G_EU4;0.00;0.00;veh8;380698889#1_1;61.68;50.50;!veh8!var#1;11.42;veh_passenger;0.00;888.26;519.23
289.00;0.00;0.00;0.00;0.00;0.00;281.20;Zero/default;0.00;0.00;bike0;380698877#1_2;0.00;84.55;!bike0!var#1;4.96;bike_bicycle;0.00;1004.29;560.92
289.00;0.00;0.00;0.00;0.00;0.00;80.70;Zero/default;0.00;0.00;bike10;380698883#4_1;0.00;64.64;!bike10!var#1;5.22;bike_bicycle;0.00;1572.43;747.30
289.00;0.00;0.00;0.00;0.00;0.00;131.07;Zero/default;0.00;0.00;bike8;225052910#1_1;0.00;48.37;!bike8!var#1;5.07;bike_bicycle;0.00;1925.50;459.45
289.00;23.32;13847.71;5.90;108.35;2.54;212.73;HBEFA3/Bus;0.00;5.91;bus8;154979245_1;75.67;116.62;!bus8!var#1;13.79;bus_bus;0.00;1380.27;544.84
289.00;48.41;4394.06;0.32;1.72;0.07;207.84;HBEFA3/PC_G_EU4;0.00;1.89;veh8;380698889#1_1;65.34;62.62;!veh8!var#1;12.11;veh_passenger;0.00;882.58;508.53
290.00;0.00;0.00;0.00;0.00;0.00;287.64;Zero/default;0.00;0.00;bike0;380698877#1_2;0.00;89.54;!bike0!var#1;4.99;bike_bicycle;0.00;999.47;562.35
290.00;0.00;0.00;0.00;0.00;0.00;80.70;Zero/default;0.00;0.00;bike10;380698883#4_1;0.00;69.79;!bike10!var#1;5.15;bike_bicycle;0.00;1577.51;748.13
290.00;0.00;0.00;0.00;0.00;0.00;131.07;Zero/default;0.00;0.00;bike8;:1674805801_13_0;0.00;2.59;!bike8!var#1;5.19;bike_bicycle;0.00;1929.41;456.04
290.00;0.00;0.00;0.00;0.00;0.00;212.73;HBEFA3/Bus;0.00;0.00;bus8;154979245_1;74.92;130.25;!bus8!var#1;13.64;bus_bus;0.00;1372.90;533.37
290.00;0.00;0.00;0.00;0.00;0.00;207.84;HBEFA3/PC_G_EU4;0.00;0.00;veh8;380698889#1_1;54.38;70.68;!veh8!var#1;8.06;veh_passenger;0.00;878.81;501.40
291.00;0.00;0.00;0.00;0.00;0.00;287.64;Zero/default;0.00;0.00;bike0;380698877#1_2;0.00;95.07;!bike0!var#1;5.54;bike_bicycle;0.00;994.14;564.04
291.00;0.00;0.00;0.00;0.00;0.00;80.70;Zero/default;0.00;0.00;bike10;380698883#4_1;0.00;74.98;!bike10!var#1;5.19;bike_bicycle;0.00;1582.64;748.97
291.00;0.00;0.00;0.00;0.00;0.00;131.07;Zero/default;0.00;0.00;bike8;:1674805801_13_0;0.00;7.80;!bike8!var#1;5.21;bike_bicycle;0.00;1933.33;452.62
291.00;0.00;0.00;0.00;0.00;0.00;212.73;HBEFA3/Bus;0.00;0.00;bus8;154979245_1;74.78;143.73;!bus8!var#1;13.47;bus_bus;0.00;1365.61;522.04
291.00;97.47;5682.39;0.58;2.39;0.11;205.37;HBEFA3/PC_G_EU4;0.00;2.44;veh8;:1661464675_0_0;66.60;3.42;!veh8!var#1;9.51;veh_passenger;0.00;874.61;493.00
292.00;0.00;0.00;0.00;0.00;0.00;287.64;Zero/default;0.00;0.00;bike0;380698877#1_2;0.00;100.40;!bike0!var#1;5.33;bike_bicycle;0.00;989.02;565.67
292.00;0.00;0.00;0.00;0.00;0.00;80.70;Zero/default;0.00;0.00;bike10;380698883#4_1;0.00;80.29;!bike10!var#1;5.31;bike_bicycle;0.00;1587.87;749.83
292.00;0.00;0.00;0.00;0.00;0.00;131.07;Zero/default;0.00;0.00;bike8;:1674805801_13_0;0.00;13.28;!bike8!var#1;5.49;bike_bicycle;0.00;1937.47;449.02
292.00;144.42;8906.31;0.87;3.86;0.19;218.23;HBEFA3/PC_G_EU4;0.00;3.83;veh8;:1661464675_0_0;70.79;15.13;!veh8!var#1;11.71;veh_passenger;0.00;869.09;483.22
293.00;0.00;0.00;0.00;0.00;0.00;287.64;Zero/default;0.00;0.00;bike0;380698877#1_2;0.00;105.66;!bike0!var#1;5.26;bike_bicycle;0.00;983.96;567.28
293.00;0.00;0.00;0.00;0.00;0.00;80.70;Zero/default;0.00;0.00;bike10;380698883#4_1;0.00;84.51;!bike10!var#1;4.23;bike_bicycle;0.00;1592.05;750.51
293.00;0.00;0.00;0.00;0.00;0.00;131.05;Zero/default;0.00;0.00;bike8;225052910#2_1;0.00;4.19;!bike8!var#1;5.36;bike_bicycle;0.00;1941.51;445.50
293.00;0.00;0.00;0.00;0.00;0.00;268.13;HBEFA3/PC_G_EU4;0.00;0.00;veh8;:8578628413_4_0;61.30;2.05;!veh8!var#1;11.17;veh_passenger;0.00;858.86;480.10
294.00;0.00;0.00;0.00;0.00;0.00;284.01;Zero/default;0.00;0.00;bike0;:2158433421_2_0;0.00;3.72;!bike0!var#1;5.51;bike_bicycle;0.00;978.62;568.73
294.00;0.00;0.00;0.00;0.00;0.00;87.50;Zero/default;0.00;0.00;bike10;:1668538583_3_0;0.00;2.74;!bike10!var#1;5.27;bike_bicycle;0.00;1597.27;751.05
294.00;0.00;0.00;0.00;0.00;0.00;131.05;Zero/default;0.00;0.00;bike8;225052910#2_1;0.00;9.67;!bike8!var#1;5.48;bike_bicycle;0.00;1945.64;441.90
294.00;11.58;2253.61;0.10;0.73;0.01;261.99;HBEFA3/PC_G_EU4;0.00;0.97;veh8;153047125#0_1;62.74;9.23;!veh8!var#1;11.20;veh_passenger;0.00;847.77;478.60
295.00;0.00;0.00;0.00;0.00;0.00;270.45;Zero/default;0.00;0.00;bike0;:2158433421_2_0;0.00;9.04;!bike0!var#1;5.33;bike_bicycle;0.00;973.35;569.19
295.00;0.00;0.00;0.00;0.00;0.00;137.44;Zero/default;0.00;0.00;bike10;:1668538583_3_0;0.00;7.77;!bike10!var#1;5.03;bike_bicycle;0.00;1601.45;748.61
295.00;0.00;0.00;0.00;0.00;0.00;131.05;Zero/default;0.00;0.00;bike8;225052910#2_1;0.00;14.81;!bike8!var#1;5.14;bike_bicycle;0.00;1949.52;438.52
295.00;33.96;3514.65;0.23;1.32;0.05;262.93;HBEFA3/PC_G_EU4;0.00;1.51;veh8;153047125#0_1;64.23;20.87;!veh8!var#1;11.64;veh_passenger;0.00;836.22;477.17
296.00;0.00;0.00;0.00;0.00;0.00;256.00;Zero/default;0.00;0.00;bike0;:2158433421_2_0;0.00;14.18;!bike0!var#1;5.14;bike_bicycle;0.00;968.34;568.07
296.00;0.00;0.00;0.00;0.00;0.00;158.72;Zero/default;0.00;0.00;bike10;155035451_1;0.00;3.74;!bike10!var#1;5.24;bike_bicycle;0.00;1603.52;743.96
296.00;0.00;0.00;0.00;0.00;0.00;131.05;Zero/default;0.00;0.00;bike8;225052910#2_1;0.00;20.14;!bike8!var#1;5.33;bike_bicycle;0.00;1953.54;435.02
296.00;0.00;0.00;0.00;0.00;0.00;262.93;HBEFA3/PC_G_EU4;0.00;0.00;veh8;153047125#0_1;61.14;31.93;!veh8!var#1;11.06;veh_passenger;0.00;825.24;475.80
297.00;0.00;0.00;0.00;0.00;0.00;255.95;Zero/default;0.00;0.00;bike0;153474816_1;0.00;0.67;!bike0!var#1;5.37;bike_bicycle;0.00;963.15;566.72
297.00;0.00;0.00;0.00;0.00;0.00;138.66;Zero/default;0.00;0.00;bike10;155035451_1;0.00;9.08;!bike10!var#1;5.34;bike_bicycle;0.00;1606.41;739.79
297.00;0.00;0.00;0.00;0.00;0.00;131.05;Zero/default;0.00;0.00;bike8;225052910#2_1;0.00;25.48;!bike8!var#1;5.34;bike_bicycle;0.00;1957.56;431.52
297.00;63.55;5082.28;0.41;2.05;0.09;264.21;HBEFA3/PC_G_EU4;0.00;2.18;veh8;153047125#0_1;66.03;43.91;!veh8!var#1;11.99;veh_passenger;0.00;813.33;474.51
298.00;0.00;0.00;0.00;0.00;0.00;256.92;Zero/default;0.00;0.00;bike0;153474816_1;0.00;5.23;!bike0!var#1;4.56;bike_bicycle;0.00;958.79;565.71
298.00;0.00;0.00;0.00;0.00;0.00;138.87;Zero/default;0.00;0.00;bike10;:cluster_1674514525_5804234623_32_0;0.00;2.48;!bike10!var#1;5.46;bike_bicycle;0.00;1609.94;735.78
298.00;0.00;0.00;0.00;0.00;0.00;131.05;Zero/default;0.00;0.00;bike8;225052910#2_1;0.00;30.53;!bike8!var#1;5.05;bike_bicycle;0.00;1961.37;428.20
298.00;0.00;0.00;0.00;0.00;0.00;264.21;HBEFA3/PC_G_EU4;0.00;0.00;veh8;153047125#0_1;62.24;55.59;!veh8!var#1;11.68;veh_passenger;0.00;801.71;473.33
299.00;0.00;0.00;0.00;0.00;0.00;258.17;Zero/default;0.00;0.00;bike0;:1550539746_0_0;0.00;2.45;!bike0!var#1;5.10;bike_bicycle;0.00;953.85;564.62
299.00;0.00;0.00;0.00;0.00;0.00;137.70;Zero/default;0.00;0.00;bike10;:cluster_1674514525_5804234623_32_0;0.00;7.74;!bike10!var#1;5.26;bike_bicycle;0.00;1613.44;731.85
299.00;0.00;0.00;0.00;0.00;0.00;131.05;Zero/default;0.00;0.00;bike8;225052910#2_1;0.00;35.83;!bike8!var#1;5.30;bike_bicycle;0.00;1965.37;424.72
299.00;13.31;2574.98;0.12;0.87;0.02;264.21;HBEFA3/PC_G_EU4;0.00;1.11;veh8;153047125#0_1;63.42;67.40;!veh8!var#1;11.81;veh_passenger;0.00;789.96;472.14
300.00;0.00;0.00;0.00;0.00;0.00;258.19;Zero/default;0.00;0.00;bike0;:1550539746_0_0;0.00;7.57;!bike0!var#1;5.12;bike_bicycle;0.00;948.81;563.56
300.00;0.00;0.00;0.00;0.00;0.00;131.76;Zero/default;0.00;0.00;bike10;:cluster_1674514525_5804234623_32_0;0.00;13.02;!bike10!var#1;5.28;bike_bicycle;0.00;1617.28;728.23
300.00;0.00;0.00;0.00;0.00;0.00;131.05;Zero/default;0.00;0.00;bike8;225052910#2_1;0.00;40.97;!bike8!var#1;5.14;bike_bicycle;0.00;1969.25;421.34
300.00;9.89;2439.19;0.10;0.80;0.02;264.21;HBEFA3/PC_G_EU4;0.00;1.05;veh8;153047125#0_1;63.35;79.29;!veh8!var#1;11.89;veh_passenger;0.00;778.14;470.94
301.00;0.00;0.00;0.00;0.00;0.00;254.03;Zero/default;0.00;0.00;bike0;:1550539746_0_0;0.00;13.06;!bike0!var#1;5.49;bike_bicycle;0.00;943.43;562.32
301.00;0.00;0.00;0.00;0.00;0.00;131.23;Zero/default;0.00;0.00;bike10;155035514#1_1;0.00;2.87;!bike10!var#1;5.04;bike_bicycle;0.00;1621.06;724.90
301.00;0.00;0.00;0.00;0.00;0.00;132.15;Zero/default;0.00;0.00;bike8;:1674805806_12_0;0.00;0.22;!bike8!var#1;5.48;bike_bicycle;0.00;1973.36;417.72
301.00;0.00;0.00;0.00;0.00;0.00;264.21;HBEFA3/PC_G_EU4;0.00;0.00;veh8;153047125#0_1;60.63;90.34;!veh8!var#1;11.05;veh_passenger;0.00;767.14;469.82
302.00;0.00;0.00;0.00;0.00;0.00;249.48;Zero/default;0.00;0.00;bike0;:1550539746_0_0;0.00;18.48;!bike0!var#1;5.42;bike_bicycle;0.00;938.24;560.65
302.00;0.00;0.00;0.00;0.00;0.00;131.23;Zero/default;0.00;0.00;bike10;155035514#1_1;0.00;7.83;!bike10!var#1;4.97;bike_bicycle;0.00;1624.79;721.63
302.00;0.00;0.00;0.00;0.00;0.00;154.48;Zero/default;0.00;0.00;bike8;:1674805806_12_0;0.00;3.58;!bike8!var#1;3.36;bike_bicycle;0.00;1975.19;414.96
302.00;56.98;4721.08;0.37;1.88;0.08;264.21;HBEFA3/PC_G_EU4;0.00;2.03;veh8;153047125#0_1;65.60;102.21;!veh8!var#1;11.87;veh_passenger;0.00;755.33;468.62
303.00;0.00;0.00;0.00;0.00;0.00;247.26;Zero/default;0.00;0.00;bike0;:1550539746_0_0;0.00;23.89;!bike0!var#1;5.41;bike_bicycle;0.00;933.23;558.55
303.00;0.00;0.00;0.00;0.00;0.00;131.23;Zero/default;0.00;0.00;bike10;155035514#1_1;0.00;11.63;!bike10!var#1;3.79;bike_bicycle;0.00;1627.64;719.13
303.00;0.00;0.00;0.00;0.00;0.00;207.44;Zero/default;0.00;0.00;bike8;:1674805806_19_0;0.00;3.01;!bike8!var#1;4.30;bike_bicycle;0.00;1974.49;410.93
303.00;0.00;0.00;0.00;0.00;0.00;264.21;HBEFA3/PC_G_EU4;0.00;0.00;veh8;153047125#0_1;62.69;113.95;!veh8!var#1;11.74;veh_passenger;0.00;743.66;467.44
304.00;0.00;0.00;0.00;0.00;0.00;246.62;Zero/default;0.00;0.00;bike0;:2021073547_1_0;0.00;3.72;!bike0!var#1;5.39;bike_bicycle;0.00;928.19;556.35
304.00;0.00;0.00;0.00;0.00;0.00;91.10;Zero/default;0.00;0.00;bike10;:1810807114_7_0;0.00;2.58;!bike10!var#1;4.52;bike_bicycle;0.00;1631.52;717.44
304.00;0.00;0.00;0.00;0.00;0.00;220.64;Zero/default;0.00;0.00;bike8;154979272#1_1;0.00;4.23;!bike8!var#1;5.50;bike_bicycle;0.00;1971.05;406.65
304.00;0.00;0.00;0.00;0.00;0.00;264.21;HBEFA3/PC_G_EU4;0.00;0.00;veh8;153047125#0_1;62.29;125.46;!veh8!var#1;11.51;veh_passenger;0.00;732.21;466.28
305.00;0.00;0.00;0.00;0.00;0.00;237.86;Zero/default;0.00;0.00;bike0;380698889#1_1;0.00;0.23;!bike0!var#1;5.13;bike_bicycle;0.00;923.60;553.78
305.00;0.00;0.00;0.00;0.00;0.00;41.91;Zero/default;0.00;0.00;bike10;:1810807114_7_0;0.00;7.82;!bike10!var#1;5.25;bike_bicycle;0.00;1635.67;720.49
305.00;0.00;0.00;0.00;0.00;0.00;220.64;Zero/default;0.00;0.00;bike8;154979272#1_1;0.00;9.67;!bike8!var#1;5.44;bike_bicycle;0.00;1967.51;402.52
305.00;0.00;0.00;0.00;0.00;0.00;264.21;HBEFA3/PC_G_EU4;0.00;0.00;veh8;153047125#0_1;54.43;133.45;!veh8!var#1;7.99;veh_passenger;0.00;724.26;465.47
306.00;0.00;0.00;0.00;0.00;0.00;236.58;Zero/default;0.00;0.00;bike0;380698889#1_1;0.00;5.59;!bike0!var#1;5.37;bike_bicycle;0.00;919.12;550.83
306.00;0.00;0.00;0.00;0.00;0.00;38.32;Zero/default;0.00;0.00;bike10;129213040#4_1;0.00;3.21;!bike10!var#1;5.27;bike_bicycle;0.00;1639.04;724.55
306.00;0.00;0.00;0.00;0.00;0.00;220.64;Zero/default;0.00;0.00;bike8;154979272#1_1;0.00;14.88;!bike8!var#1;5.21;bike_bicycle;0.00;1964.12;398.57
306.00;0.00;0.00;0.00;0.00;0.00;281.43;HBEFA3/PC_G_EU4;0.00;0.00;veh8;:cluster_1656776382_1661523675_0_0;49.24;4.13;!veh8!var#1;4.82;veh_passenger;0.00;719.68;466.45
307.00;0.00;0.00;0.00;0.00;0.00;236.58;Zero/default;0.00;0.00;bike0;380698889#1_1;0.00;11.09;!bike0!var#1;5.50;bike_bicycle;0.00;914.53;547.80
307.00;0.00;0.00;0.00;0.00;0.00;38.32;Zero/default;0.00;0.00;bike10;129213040#4_1;0.00;8.36;!bike10!var#1;5.16;bike_bicycle;0.00;1642.23;728.59
307.00;0.00;0.00;0.00;0.00;0.00;220.64;Zero/default;0.00;0.00;bike8;154979272#1_1;0.00;20.33;!bike8!var#1;5.45;bike_bicycle;0.00;1960.57;394.43
307.00;90.31;3113.62;0.48;1.29;0.05;341.30;HBEFA3/PC_G_EU4;0.00;1.34;veh8;-152907262#1_1;61.35;0.46;!veh8!var#1;5.50;veh_passenger;0.00;717.78;471.46
308.00;0.00;0.00;0.00;0.00;0.00;236.58;Zero/default;0.00;0.00;bike0;380698889#1_1;0.00;16.43;!bike0!var#1;5.34;bike_bicycle;0.00;910.07;544.86
308.00;0.00;0.00;0.00;0.00;0.00;38.32;Zero/default;0.00;0.00;bike10;129213040#4_1;0.00;13.39;!bike10!var#1;5.03;bike_bicycle;0.00;1645.35;732.53
308.00;0.00;0.00;0.00;0.00;0.00;220.64;Zero/default;0.00;0.00;bike8;154979272#1_1;0.00;25.66;!bike8!var#1;5.33;bike_bicycle;0.00;1957.10;390.39
308.00;101.90;4490.91;0.57;1.90;0.08;355.03;HBEFA3/PC_G_EU4;0.00;1.93;veh8;-152907262#1_1;64.80;7.30;!veh8!var#1;6.84;veh_passenger;0.00;717.19;478.27
309.00;0.00;0.00;0.00;0.00;0.00;228.63;Zero/default;0.00;0.00;bike0;380698889#1_1;0.00;21.83;!bike0!var#1;5.40;bike_bicycle;0.00;905.70;541.71
309.00;0.00;0.00;0.00;0.00;0.00;38.32;Zero/default;0.00;0.00;bike10;129213040#4_1;0.00;18.84;!bike10!var#1;5.45;bike_bicycle;0.00;1648.72;736.80
309.00;0.00;0.00;0.00;0.00;0.00;220.64;Zero/default;0.00;0.00;bike8;154979272#1_1;0.00;31.22;!bike8!var#1;5.55;bike_bicycle;0.00;1953.48;386.17
309.00;99.05;5134.68;0.57;2.17;0.10;355.03;HBEFA3/PC_G_EU4;0.00;2.21;veh8;-152907262#1_1;65.84;15.55;!veh8!var#1;8.25;veh_passenger;0.00;716.47;486.49
310.00;0.00;0.00;0.00;0.00;0.00;224.87;Zero/default;0.00;0.00;bike0;380698889#1_1;0.00;27.32;!bike0!var#1;5.48;bike_bicycle;0.00;901.83;537.82
310.00;0.00;0.00;0.00;0.00;0.00;38.20;Zero/default;0.00;0.00;bike10;129213040#4_1;0.00;24.00;!bike10!var#1;5.16;bike_bicycle;0.00;1651.92;740.85
310.00;0.00;0.00;0.00;0.00;0.00;220.64;Zero/default;0.00;0.00;bike8;154979272#1_1;0.00;36.64;!bike8!var#1;5.43;bike_bicycle;0.00;1949.95;382.05
310.00;114.65;6759.11;0.68;2.89;0.13;355.03;HBEFA3/PC_G_EU4;0.00;2.91;veh8;-152907262#1_1;68.21;25.58;!veh8!var#1;10.03;veh_passenger;0.00;715.60;496.49
311.00;0.00;0.00;0.00;0.00;0.00;224.87;Zero/default;0.00;0.00;bike0;380698889#1_1;0.00;32.71;!bike0!var#1;5.40;bike_bicycle;0.00;898.03;534.00
311.00;0.00;0.00;0.00;0.00;0.00;32.45;Zero/default;0.00;0.00;bike10;129213040#4_1;0.00;29.30;!bike10!var#1;5.30;bike_bicycle;0.00;1654.76;745.32
311.00;0.00;0.00;0.00;0.00;0.00;220.64;Zero/default;0.00;0.00;bike8;154979272#1_1;0.00;41.75;!bike8!var#1;5.11;bike_bicycle;0.00;1946.62;378.17
311.00;128.92;8251.81;0.79;3.54;0.17;355.03;HBEFA3/PC_G_EU4;0.00;3.55;veh8;-152907262#1_1;69.85;37.55;!veh8!var#1;11.97;veh_passenger;0.00;714.56;508.41
312.00;0.00;0.00;0.00;0.00;0.00;210.71;Zero/default;0.00;0.00;bike0;380698889#1_1;0.00;37.85;!bike0!var#1;5.14;bike_bicycle;0.00;894.72;530.11
312.00;0.00;0.00;0.00;0.00;0.00;32.45;Zero/default;0.00;0.00;bike10;129213040#4_1;0.00;34.40;!bike10!var#1;5.09;bike_bicycle;0.00;1657.49;749.61
312.00;0.00;0.00;0.00;0.00;0.00;220.64;Zero/default;0.00;0.00;bike8;154979272#1_1;0.00;46.88;!bike8!var#1;5.12;bike_bicycle;0.00;1943.28;374.29
312.00;5.59;2270.15;0.07;0.72;0.01;355.03;HBEFA3/PC_G_EU4;0.00;0.98;veh8;-152907262#1_1;63.28;49.54;!veh8!var#1;11.99;veh_passenger;0.00;713.52;520.36
313.00;0.00;0.00;0.00;0.00;0.00;210.71;Zero/default;0.00;0.00;bike0;380698889#1_1;0.00;43.37;!bike0!var#1;5.51;bike_bicycle;0.00;891.90;525.37
313.00;0.00;0.00;0.00;0.00;0.00;32.45;Zero/default;0.00;0.00;bike10;129213040#4_1;0.00;39.61;!bike10!var#1;5.22;bike_bicycle;0.00;1660.29;754.01
313.00;0.00;0.00;0.00;0.00;0.00;220.64;Zero/default;0.00;0.00;bike8;154979272#1_1;0.00;51.84;!bike8!var#1;4.96;bike_bicycle;0.00;1940.05;370.52
313.00;0.00;0.00;0.00;0.00;0.00;355.03;HBEFA3/PC_G_EU4;0.00;0.00;veh8;-152907262#1_1;60.96;60.79;!veh8!var#1;11.25;veh_passenger;0.00;712.55;531.56
314.00;0.00;0.00;0.00;0.00;0.00;210.71;Zero/default;0.00;0.00;bike0;380698889#1_1;0.00;48.38;!bike0!var#1;5.02;bike_bicycle;0.00;889.34;521.05
314.00;0.00;0.00;0.00;0.00;0.00;30.37;Zero/default;0.00;0.00;bike10;129213040#4_1;0.00;44.95;!bike10!var#1;5.33;bike_bicycle;0.00;1663.04;758.58
314.00;0.00;0.00;0.00;0.00;0.00;220.64;Zero/default;0.00;0.00;bike8;154979272#1_1;0.00;56.94;!bike8!var#1;5.10;bike_bicycle;0.00;1936.73;366.65
314.00;55.34;4705.56;0.36;1.87;0.08;355.03;HBEFA3/PC_G_EU4;0.00;2.02;veh8;-152907262#1_1;65.64;72.83;!veh8!var#1;12.04;veh_passenger;0.00;711.50;543.56
315.00;0.00;0.00;0.00;0.00;0.00;207.84;Zero/default;0.00;0.00;bike0;380698889#1_1;0.00;53.58;!bike0!var#1;5.20;bike_bicycle;0.00;886.80;516.52
315.00;0.00;0.00;0.00;0.00;0.00;30.37;Zero/default;0.00;0.00;bike10;129213040#4_1;0.00;50.04;!bike10!var#1;5.10;bike_bicycle;0.00;1665.61;762.97
315.00;0.00;0.00;0.00;0.00;0.00;220.64;Zero/default;0.00;0.00;bike8;154979272#1_1;0.00;62.34;!bike8!var#1;5.40;bike_bicycle;0.00;1933.21;362.55
315.00;0.00;0.00;0.00;0.00;0.00;355.03;HBEFA3/PC_G_EU4;0.00;0.00;veh8;-152907262#1_1;60.75;84.04;!veh8!var#1;11.20;veh_passenger;0.00;710.53;554.72
316.00;0.00;0.00;0.00;0.00;0.00;207.84;Zero/default;0.00;0.00;bike0;380698889#1_1;0.00;58.74;!bike0!var#1;5.15;bike_bicycle;0.00;884.39;511.96
316.00;0.00;0.00;0.00;0.00;0.00;30.37;Zero/default;0.00;0.00;bike10;129213040#4_1;0.00;55.38;!bike10!var#1;5.34;bike_bicycle;0.00;1668.31;767.57
316.00;0.00;0.00;0.00;0.00;0.00;220.64;Zero/default;0.00;0.00;bike8;154979272#1_1;0.00;67.67;!bike8!var#1;5.34;bike_bicycle;0.00;1929.74;358.50
316.00;22.79;2897.20;0.17;1.03;0.03;355.03;HBEFA3/PC_G_EU4;0.00;1.25;veh8;-152907262#1_1;63.51;95.49;!veh8!var#1;11.45;veh_passenger;0.00;709.54;566.13
